,textOriginal,cluster,pred_label
2150,Namashkar â¤ This is the first video of yours that I have watched I truly love the whole video it gave me the feeling like 'I was totally watching a Flim ' your video gave me so much positivity â¤.My name is Ankita and I am watching it from India â¤ğŸ˜Š,1,New Subscriber
2158,Very good then thanks for your tutorial â¤,1,Positive Feedback
2160,Ma'ma your smile is amazing you know I am so happy because your all videos is interesting and very helpful me,1,Positive Feedback
2164,Thank you for this video. I believe your words are gonna help many of us .This is so motivating. I also wish to speak good English one day and interact with people from all across the world. I hope one day even   my words would also have some influence on others !â¤ï¸,1,New Subscriber
2172,"hello Marina, I am from Indonesia. my English is not good but I want to learn it to be a better person expecially in English language, its so cool that I can meet your videos, I start to studying English again and you are make me motivated to improve my English skill. I really enjoy your videos and really like your pronounciation. thanks Marina.",1,New Subscriber
2175,Want to have friends to practice my English,1,Promoting socials
2176,"I've been following Linguamarina for 3 days.
I've been following Liguamarina since September 28, 2023",1,New Subscriber
2179,"This is amazing,  lov ittâ¤",1,Positive Feedback
2182,"I study English at the University and I need to learn the 4 skills speaking, listening, writing and reading ğŸ˜…",1,New Subscriber
2187,"Hi marina, I am from China, your meditation deeply affect me and let me realise there are many magical things in learning english, not only the english exam.",1,New Subscriber
2188,Please teach about either,1,Requests for Future Content
2190,thanks for your so elucidative explanation...,1,Positive Feedback
2192,"Thanks a lot :) I just explored your channel. I was all ears really, because I am in trouble with memorizing words.",1,New Subscriber
2196,I'm fighting with learning of English Alone ..,1,Questions
2200,"I've been following Linguamrina for 4 months.
I've been following Linguamrina since July",1,New Subscriber
2210,Plz provide me the pdf,1,Requests for Future Content
2219,Hey Marina. I'm from Uzbekistan.Thank you so muchğŸ¥°ğŸ¥° that you inspired so many people all over the world to learning an English language,1,Positive Feedback
2228,"FOR
1- reading books to children has significant educational benefits.
2- employee benefits (Ã§alÄ±ÅŸan avantajlarÄ±)
3-  I quit eating junk food to improve my health. 
4- she never quits, no matter how difficult the challenge is. ( no matter: ne olursa olsun)
5- no matter ehat happens, I'll always be there for you.
6- She's determined to succeed, no matter how difficult the journey.
7- She succeeded despite the challenges. (zorluklara raÄŸmen)
8- Despite the challenges they faced, they never gave up. ( karÅŸÄ±laÅŸtÄ±klarÄ± ....... asla vazgeÃ§mediler)
9- you've been modest. (mÃ¼tevazisin)
10- she scheduled an appointment with her manager to discuss her project. (randevu ayarladÄ±)
11- she offered to help me move this saturday, nevertheless I would rather reschedule it to sunday when I have more free time.(teklif etti, ertelemeyi tercih ederim.)",1,Positive Feedback
2229,IM FINE AND SHINE ğŸ˜Š,1,Positive Feedback
2232,"my homework:
1- Thanks to a very difficult day at work, I don't want to go out tonight.
2- As a result of my very hard study, I scored 115 out of 120 on TOEFL.
3- I scream at him out of anger.",1,Personal Story
2236,"TO
1- destination: (varÄ±ÅŸ yeri, gidilecek yer 
2- I am going to be unique by the way.
3- time: it's a quarter to 2.
4- I prefer watching Marina's videos to studying by myself.
5- I favor watching Marina's videos for self-sudy.
6- she is the receiver of all the praise for her hard work. ( Ã¶vgÃ¼leri alan kiÅŸi)
7- Ä± composed an email to my colleague. (iÅŸ arkadaÅŸÄ±, meslektaÅŸ)
8-  she remained composed during he stressful meeting. (sakin kaldÄ±)
9- his words didn't get to me; I remained calm. (etkilemedi, sakin kaldÄ±m)
10- to express reason (nedenleri ifade etmek iÃ§in)
11- I have started learning English to get a job promotion.",1,Personal Story
2238,"Thanks a lot, the style of this videos helps me to charge my positive powers, to continue in learning English and to be more confident. so, actually thanks again.",1,Positive Feedback
2247,"Thank you so much marinağŸ‰ I have tried to get the workbook through the email, but I couldn't receive it... I tried to several times and another emails. How can I get it? thanks!",1,New Subscriber
2250,Love the intro!!!,1,Positive Feedback
2253,"Marina you have a new follower, me!!! ğŸ˜ğŸ‰ğŸ™ŒğŸ» Looooove your videos!!!",1,New Subscriber
2255,I really like Marinaâ€™s videos â¤,1,Positive Feedback
2258,This is simple. Give me some advanced pro level stuff ğŸ˜‚ğŸ˜‚,1,Joking
2262,"Hi, miss your videos are amazing and good.",1,Positive Feedback
2268,"Hi,marina. My biggest dream is settle in Beijing, Da xing. The reason I learn English is because I want more opportunities when I apply for a job.",1,Personal Story
2276,You're amazing Maria.  would you please tell me  how can I find a native speakers to talk with them please repeat to my comment,1,Positive Feedback
2280,"Hey Marina, I had a question.
In the end you mentioned about entering university codes in the system. How can we send the scores directly without knowing our scores?ğŸ˜…",1,Questions
2282,Amazingâ€¦.helpful,1,Positive Feedback
2283,It was very hard for me to learn commas si,1,New Subscriber
2285,I will try with this plan.,1,Community
2291,I've been following Linguamarina for 2 month,1,New Subscriber
2292,You looks so beautiful ğŸ¤©â¤ï¸,1,Positive Feedback
2294,"Hi, Marina ! I am from India . I also from your side means I am  a teacher of a  Secondary School.. I am teaching English Grammar that's why I  often  watching your vlog. I like your  English speaking. Your voice also loud and  clear,easy to catch the words. I wish I could talk with you  ! Thx",1,Positive Feedback
2299,Yes I have done all correct,1,Positive Feedback
2300,This video is amazing .I am going to learn with you like achive my gols .I want to be an excelent English teacher ande this video and your word helped me.Thanks,1,New Subscriber
2304,I need your help ğŸ™,1,Joking
2306,I wanna somone practice With meğŸ˜¢,1,Community
2309,The teacher is strict,1,Constructive Criticism
2310,"I nailed almost every question in the listening and grammar sections, but failed to answer most of the vocabulary question's, what level am I at?",1,Questions
2312,This  video is lit . â¤,1,Positive Feedback
2316,Thanks Ms.Marina,1,Positive Feedback
2321,"It's OK to use contractions on the speaking test for either TOEFL or IELTS, just not on the written test portion.  The spoken test prioritizes natural language usage, or casual English.  Conversely, the written test prioritizes formal English usage.",1,Promoting socials
2325,"C1-C2, me: Iâ€™ll just sit here and watch MarinağŸ—¿",1,Personal Story
2328,Hi my name is lima from afghanistan i am very thankful from you because i learn too much english from you i am female 16 years old in afghanistan we can not go to school so i follow you i wanna be your friend again thanks for helping me,1,Positive Feedback
2331,"Hey ! Marina ! Thanks for this attractive content! By the way is have a question you've said at the and of your video that we got to drop the idea of sounding perfect! I'm not so with you i. This point, because we're learning in order to sound better than before as the time goes by. Hope you're going to answer my question!!!",1,Questions
2332,The fantastic explanation for each preposition when to use and your teaching is mind-blowing and not boring at all.  I am following all the videos and improving my communication. Thanks and finally want to say you look awesome and gorgeous.!,1,New Subscriber
2336,Mam I want to learn English with you ...what is the registration process and fee?,1,Questions
2340,Thank you so much for this meditation. I love it â¤ï¸,1,Community
2343,I love you medam I m sorry but really I feel you nice your speak English ğŸ˜Š I m sorry but ğŸ˜…,1,Joking
2347,Linguamrina my favourite teacher,1,Positive Feedback
2348,You don't know how to share a link,1,Technical Issues
2352,"Hi marina 
I'm an Egyptian and I wanna thank u so much
I really learned alot from u 
And you were my inspiration to create my YouTube channel 
For teaching English 
Thank u so much marina â¤",1,New Subscriber
2355,"I'm crying, thanks for support. â¤
I' m dreaming to make travel video make new friends, I want to write songs.  I want to be able to contact the whole world.",1,Positive Feedback
2360,"hello marina, in a several day i have watch your video and im very interesting because my english is not fluently, i wish may wathching your video can make me better to the future and can speak fluently",1,New Subscriber
2368,"Marina, you are not a teacher and have no right to teach anyone without CELTA and other certifications. Which you won't get because you are too busy fooling people for money. It's so easy to have editors and real teachers who will check text and your pronunciation and you even not doing it.",1,Trolling
2370,My biggest dream in life is to be independent and help others...Fulfill my parents' dreams...,1,Personal Story
2375,literally i'm feeling so greatfull and feels good after seeing this video i ;romise i'm gonna listen it eceryday before sleeps thank you so much for your hard work to make us more concious to our dreams and to work hard tbh i'm a science student but i'ave dreamed to be a billionaire and try to change the world and help people as much as i can.,1,Personal Story
2378,"it's really give me lots of knowledge about how to spent life happily hoe get success in life 
i want to become a business man that's why i want to learn English-speaking 
thank you for this valuable information
please make some other's videos like this",1,Requests for Future Content
2379,Thank you so much for this meditationğŸ˜,1,Positive Feedback
2385,Hi  you are the Best,1,Positive Feedback
2386,Hi  you are the Best,1,Positive Feedback
2404,"Plsssss,,give us YOUR vedios with english subtitle,,,",1,New Subscriber
2405,Pleas make video how can know the apes of english,1,Requests for Future Content
2409,"Thank you, Doctor, for your effort with usğŸ¥°",1,Positive Feedback
2414,"How can i get the FREE workbook , i wrote my email but i donâ€™t get anything. Please help",1,Requests for Future Content
2419,Thank you,1,Positive Feedback
2421,I didnÂ´t receive the 30 days english challenge in my email :c,1,Joking
2422,Wow Incredible channel I can understand English without subtitles ...absolutely you're best teacher in the language English.. Thankyou Marina.,1,Positive Feedback
2425,"I'm gonna take TOEFL in a month and was so scared that it's not enough, but thanks to your video I've become more confident about the TOEFL. Thank you so much",1,Positive Feedback
2430,I love you videos. You videos not only useful but it also greatâ¤â¤ğŸ‰,1,Personal Story
2431,Hi iM from pakistan i have been seeing your video since 2018,1,New Subscriber
2434,Thanks for creating this video,1,Positive Feedback
2435,This video was not useful for me. It doesnâ€™t answer the question of the video,1,Questions
2436,Thank you so much mrs,1,Positive Feedback
2443,because you i can speak english and learning language englishğŸ˜¢,1,Joking
2444,"This video is mesmerizing moreover your videos are essential for me to develop my speaking skill . In addition to that, your work is impressing which helps me to develop my english language. Hope it's enough to acquire  an impressive result for my upcoming test",1,New Subscriber
2451,I love u â¤ you are my real my English speaking teacher I respect u and I have C1 certificate from speaking and  there are all of from youâ¤,1,Personal Story
2454,"Hi Marina. I'm from Indonesia, I m really grateful getting your youtube channel. Encourage me to have big dream. As you know because of English I got my first job, and because of English too I have chance to work again as a English teacher  after 10 years  at home. Your video gives positive vibes and energy, I want to improve my English more and more. I want to be more confident with my English. Thanks so much and love u",1,New Subscriber
2456,"I am punwasi John from India, Please help me learn english language.",1,Personal Story
2457,I would like to talk to you,1,Community
2463,what kind of teaching is that,1,Questions
2471,Good morning mam ğŸ‰,1,Positive Feedback
2472,Where is the link?,1,Questions
2478,"I have been studying English for two years and I could reach the intermediate level , but , I am feeling stuck in this level ğŸ˜¢ . I am finding ways to reheat my wish to learn .",1,Personal Story
2479,"I like you women . You so cute ,lovely and karisma",1,Positive Feedback
2485,I love this type of video â¤â¤â¤,1,Personal Story
2487,"I love you Marinaâ¤â¤â¤ Please marinoo dont drank alcohol its very very bad... In Islam, we do not drink alcohol because it is destroy the body and harmful . Alcohol has both harms and benefits , but its harms are greater than its benefits. And its forbidden
 Marina i love you so much",1,Positive Feedback
2488,"This video helps me so much â¤ talking slowly this way gives me confidence... 
Thank you so much",1,New Subscriber
2489,"You're right Marina! To know a language can change your life, can make you feel you really alive!",1,Positive Feedback
2491,Hello. I am from Uzbekistan and I wanna buy this book. Can I buy? How?,1,New Subscriber
2494,Hello Marina can i find your book on Flipkart and amegon apps,1,New Subscriber
2496,"â€œNo one is telling you you have to finish itâ€ 

My teacher:â€¦.",1,Error in the video
2497,Will download this and listen every day â¤â¤ best regards ever,1,Positive Feedback
2499,"Thanks for the video,
This episode on another level â¤ I love this slow talking",1,Error in the video
2504,hey mam can y teach french?how much will it cost ?,1,Questions
2505,I am watching you from Algeria ğŸ‡©ğŸ‡¿ğŸ‡©ğŸ‡¿ğŸ‡©ğŸ‡¿â¤,1,Positive Feedback
2512,"Really motivating â¤ï¸
Thanks marina!!",1,Positive Feedback
2514,Why C1 is hard for me. I am stuck in B2,1,Questions
2518,"I want to learn this accent, but what if others notice me and think she is just overacting? Can you please help me.",1,Questions
2520,I am from Germany and I am 15 years old. I wanna improve my English skills. If anyone in the comments wants to lern German or lern guitar playing basics then answer this comment.,1,Personal Story
2521,Thanks,1,Positive Feedback
2526,lm native speaker Kurdish and Turkish language. l learned Engilsh after 34 years old and now lm try to learning Chinese  language.,1,Collaboration Offers
2528,You are an excellent teacher. Congratulations for your work. Wish you a happy life madam,1,Positive Feedback
2532,I tried to talk to myselfâ€¦ It is a great way to get more from english and fun somehow! :))),1,Personal Story
2535,I have been following linguamarina for 1 day becz my papers start am very confused in preposition thnks for guide thnks alot,1,New Subscriber
2536,"Never Let Them Know Your Next Move


âœ¨Indian Englishâœ¨",1,Error in the video
2543,Thank you about your beautiful content,1,Positive Feedback
2544,"Thank you so much for this meditation. It's very useful for me.
I don't believe much on me, in my ability on learning English. 
But I really want to learn English because my son is living and working in Canada and I want to travel and communicate with others fluently, not only when I travel to Canada of course, also when I travel anywhere I want to go.
Again, thanks a lot for yours videos.",1,New Subscriber
2554,"Hey marina !!!!
I'm just thinking that how much your videos have made me this able that  l can speak like a native speaker
Kudos and lot of appreciationğŸ‘",1,Positive Feedback
2555,"I have been following Linguamarina for 1 years.
I have been following Linguamarina since 2022

so thanks you â¤",1,Positive Feedback
2560,Can u do more like this video its very helpful,1,Requests for Future Content
2564,You sound tip top. Good on ya,1,Positive Feedback
2567,Great content ğŸ¤,1,Joking
2569,"Who is studying this for tomorrow's exam ğŸ˜‚

 Congratulations to the students ğŸ‰

This class was so helpful â¤â¤",1,Positive Feedback
2573,That's great ...,1,Positive Feedback
2579,Thank you so much for such useful tips!,1,Positive Feedback
2584,I'm nice â¤â¤â¤â¤â¤ thank yuoâ¤â¤â¤â¤â¤,1,Positive Feedback
2587,I m following you Ma'am ....from India â¤ï¸ğŸ‡®ğŸ‡³,1,Positive Feedback
2589,Your so pretty,1,Positive Feedback
2590,What is going on?!? You are awesome teacherğŸ˜® Iâ€™m just reach enough English level to get what you tellingâ€¦..itâ€™s so coolğŸ˜¢,1,Questions
2591,Great work appreciate plz upload lot,1,Positive Feedback
2593,This two teacher are my favourite teacher ğŸ˜ŠğŸ˜Š,1,Joking
2594,So amazing i rely like your way of teaching,1,New Subscriber
2595,I love your usefully video,1,Positive Feedback
2599,"I haven't studied and used English for months, so I feel like I've forgotten everything but I need it at school",1,New Subscriber
2600,I'm here because of my procrastination :'),1,Joking
2609,I feel like I won't be successful with learning English,1,New Subscriber
2613,I'm so happy that i listened this   meditationâ¤,1,Positive Feedback
2615,"Hello, i'm from Brazilian. Good video! 
 My dream is to teach what I like to do, play basketball.",1,Personal Story
2617,This is very impressive â¤â¤â¤,1,Personal Story
2620,I was C2!! I didn't take any exam but I thought I had a B1 or something...,1,Personal Story
2624,hello I'm planning to prepare for the exam. Btw the link for the 30 verbs does not work well :( Can I get the one?,1,Requests for Future Content
2627,thank you,1,Positive Feedback
2630,Can you please show me some websites where i can learn english vocabulary through pictures :) ?,1,Requests for Future Content
2632,"thank you, Marina,  my schools of vietnam only learn English level literature, not applyed dailly english-speaking,listening,writing, reading in dailly living., you give me happiness your video, quality video and audio,, your good channel, thank you very much about your accent",1,Positive Feedback
2633,the advanced test was really hard for me..,1,Requests for Future Content
2636,"creating a different source of income in these difficult times is the best thing to do. Not only does it guarantee profits, it also helps you plan and save for future expenses. It can be quite difficult to make an investment without sound knowledge or guidance, which is why it is advisable to work with an investment advisor.",1,Personal Story
2637,"creating a different source of income in these difficult times is the best thing to do. Not only does it guarantee profits, it also helps you plan and save for future expenses. It can be quite difficult to make an investment without sound knowledge or guidance, which is why it is advisable to work with an investment advisor.",1,Personal Story
2638,thank you i love this speak,1,Positive Feedback
2643,"Thanks Marina. 
Thank you so much for making such a helpful video. 
Love it from bottom of my heartğŸ’•..",1,Positive Feedback
2644,I study English language because l wanna go to abroad country.. get scholarship or good jobğŸ˜Šâ¤,1,New Subscriber
2650,Great BritainğŸ§,1,Community
2652,"just do ur best to express urself, no need to waste speak like native.",1,Personal Story
2659,Hi friend very nice video I am Indian boy i really i like this vidio â¤â¤â¤,1,Positive Feedback
2661,Wow! Just amazing how much you've simplified the usage of commas for me. I must appreciate the effort you've put into it.,1,New Subscriber
2662,I think my biggest wish is to move to another country and start a new life â¤â¤â¤,1,Personal Story
2664,Oh you really made my day thank you â¤,1,Positive Feedback
2673,"Thanks
It's very helpful for me....",1,Positive Feedback
2677,Hi marina I'm just a little bit concerned that the assimilation and other things that you explained can be used  while taking the ilet or toefl speaking test ğŸ¤”,1,Joking
2690,"when teacher started teaching a new topic about pronouncation 

Teacher;as an introduction is there any student who can tell me some english orginal words pronunciation with their current versionğŸ§ğŸ§
Me;Lot=load
But=bÉ™d
sport=spoard
Sister=sidder
Goat=messiğŸ¤’ğŸ¤’
Teacher;Nice student our topic is finished students' take note from what he toldğŸ˜‚ğŸ˜‚",1,Positive Feedback
2693,Thankyou,1,Positive Feedback
2704,Thank you very much!,1,Positive Feedback
2709,Thks for the tutorial and also the notion template itself,1,Requests for Future Content
2711,Lucy and you are Pretty.  I don't know the meaning of the word pretty cause I am Bengali but  now I am the beginner of learning English and if the work means at the lower anything both are very exquisite ğŸ˜Š  I am exactly apollogy for myself,1,New Subscriber
2712,I love your face so I have been learning english from you.,1,New Subscriber
2713,"Thank you so much Marina, it's very useful for me. I want to travel to the US and  will improve my English skills to do it",1,Positive Feedback
2714,Im interesting to study with you but i have some questions about your course that I gotta study with you by zoom one by one or i have to learn by myself by your videos ?,1,Questions
2715,"I've been following Linguamarina for 2 days
I've been following Linguamarina since yesterday
She is really good, I love her courses.",1,New Subscriber
2723,Why can't I get the workbook? I have tried so many times but i've received nothing,1,Requests for Future Content
2726,Thank you so much MarinağŸ™ğŸ™Œ,1,Positive Feedback
2728,"Yeah,but however is for ESSAYS....and it sound even more stuppid.That's how It is, when you have fluent, quick conversation.",1,Promoting socials
2729,I really enjoy your videos! I am trying to avoid translating from English to my native language. It's difficult at the beginning but I am doing n my best to improve my skills. You are an example and someone who inspires to achieve our goals.,1,New Subscriber
2731,i've learned a lot from your video thanks <3,1,New Subscriber
2734,"I want to become a singer! Iam in the 9th class and I play piano, guitar, e guitar and i can sing, so... I gonna make it",1,Personal Story
2735,"It's possible study english learning other language without your original idiom???? Example my original idiom is Spanish, but I am going to study Russian using English  less  my proposed it's learn English without thinking in Spanish",1,Questions
2740,thank so so much for this videoğŸ¤ğŸ¤,1,Positive Feedback
2744,My dearest and world best English teacher intend to be with you for my best life style.,1,Personal Story
2748,"Hi, dear sweet speaker in English love you to chat with you work with you and do anything for you.",1,Positive Feedback
2750,How soothing this is to hear!   ğŸ¤,1,Personal Story
2751,Great ğŸ‘ğŸ½,1,Positive Feedback
2753,I learn whole sentences saying them aloud. 5 days - 300 repetitions per day at least. Later I don't need to translate. I know the meaning of words straight away like in my native language. And also I remember the meaning longer than by learning separate words. This method is called: chunking. It was a real game changer in my learning process and communication skills in English and other languages.,1,New Subscriber
2754,I learn whole sentences saying them aloud. 5 days - 300 repetitions per day at least. Later I don't need to translate. I know the meaning of words straight away like in my native language. And also I remember the meaning longer than by learning separate words. This method is called: chunking. It was a real game changer in my learning process and communication skills in English and other languages.,1,New Subscriber
2756,My best teacher forever,1,Collaboration Offers
2757,I feel so sad because you can not provide download options ğŸ˜¢,1,Technical Issues
2767,"Ok..teacherÂ¨..thanks..for,,allÂ¨Â¨...from..pensilvania/colombi...I..see..yours,,videoSÂ¨Â¨",1,Positive Feedback
2771,I like your approach.. Really creative,1,Positive Feedback
2776,"Assalam u Alaikum , i wanna become a linguistic and dietitian . Really like it ...thanks keep making these kinds of videos..Thankss from Pakistan",1,Positive Feedback
2778,Thanks very interestingğŸ˜Š,1,Positive Feedback
2783,Hi dear how do you do whenever I got chance to message you I would reply you otherwise no chance dear according to here climate is very hot nobody tolerate our hot temperature dear even though we have to strive our life because has to eat day to day life dear I thought long days have to start one small business in my life but if I got money business is so far if I got business money is no more what to do dear that is called  life as for I know,1,Questions
2785,"It is amazing .it was motivation for me ,Marine thanks a lot for this I am From Uzbekistan Urgench I want to be  the best and a kind teacher in my city",1,Personal Story
2788,"I have been unemployed for 3+ years after college (2020)  I applied for jobs like customer service, data entry operator, assistant teacher, and bakery shop staff, secretary operator none of the companies selected me it was because my English speaking was weak made me anxious thought how come my English must be bad if I have studied English medium school for 12 years I spent my half-life just a waste of time. It is devastating seeing people around me achieving their goals but I am all the way below and that made me give up. I can't express my feelings to my surroundings because somehow those people would gossip about my weakness and would talk behind my back. Then a year ago I imagined myself being dressed like a supermodel I thought about what would happen if I became an actress then something came to my earlier school years I acted once as a grandma on the theatre stage in my own mother tongue where all my friends and the audience were happy to see my wonderful act performance on the stage  that I have shown them my parents friend came up to me with lots of ""wow my girl you did an amazing job there"" thanks to all my teachers who helped me that dayâ¤, now I feel  I want to become an international actress working in Hollywood industries when I think of it, I feel worried about  my accent in English, my race, and my physique not making it through that when negative thoughts come to me for not being what is meant for me and that's where it stops me keeps me behind, I don't want become popular or have tons of worth properties or money, i just want to help myself and if that helped me i would love  to help everyone welcoming  everyone that its okay you have got to accept the pain in good way like not giving up yourself thank for this wonderful video love your content
who ever has read my comment I would love to share a quote from Michael Jordan â€œIf you quit ONCE it becomes a habit. Never quit!!!â€
lots of love everyone tcğŸ¥°ğŸ¤©",1,Personal Story
2789,Yes we need more classes please,1,Requests for Future Content
2814,How can I improve listening,1,Questions
2819,i will teach you how you and me make inosation to give new one succor,1,Collaboration Offers
2823,Thanks dear ğŸ˜˜marina. love  and Respect  from Afghanistan â¤,1,Positive Feedback
2832,you would definitely need time to memorize the words and use then that will cost you time. 7minutes won't be enough. for 5 words i guess you can reduce the number of words.,1,Personal Story
2833,"Hello, Marina you provide your lesson excellant, I'm learning English watching your video, thank you so much for this. You say, you lived in St. Peterburg. Do you know Russian?",1,Positive Feedback
2840,I love the way you sharing,1,Positive Feedback
2846,"I dare talk, you are amazing teacher forme .â¤",1,Positive Feedback
2847,This meditation inspired me a lot thanks marina for you are effort and kindness from today I set my mind â¤ï¸ğŸ«¶ğŸ¾,1,Positive Feedback
2849,I am learning English because I want to connect this world ğŸŒ,1,Promoting socials
2850,idk y but i can understand what u saying then other english speaker. thank u for making this video,1,Error in the video
2853,I'm from Timor-Leste and I have been teaching English for many years and still confused on this preposition but when I watched this video it can help lots about prepositions for location,1,Error in the video
2856,Thanks alot for your sacrificing lingua marina your vedioes is help full and motivated to every language learner not just in english learners i was struggling english for the last yrs in my life for seeking perfection but after today I'll keep trying for easily communication and enjoying the process i wish ill achieve my goal as soon as possible ğŸ˜Š,1,Positive Feedback
2857,Thanks for teaching us ğŸ˜â¤â¤,1,Positive Feedback
2858,I have learned many many things from you â¤â¤ğŸ˜Š,1,Positive Feedback
2859,You are my best teacher ğŸ˜®â¤,1,Positive Feedback
2863,"ğŸ˜Šhey r u all from us nd uk??

M from India ğŸ˜Š
Nice to meet u all here

Do u all know Hindi ??

And do u all listen India Bollywood songs??

I love Bollywood songs and i also use to upload youtube shorts on this ğŸ˜Š

Before I have started uploading daily use hindi sentences in english but very few were watching so ğŸ˜…ğŸ˜…I have started uploading act of mine on Bollywood songs ğŸ˜…ğŸ˜…

I would love to invite you all on my channel ğŸ˜

And can suggest whatever knowledge u would like to learn,i will love to make the video for the sameğŸ˜Š",1,Questions
2864,I watching your video before 2 n 3 month. Your video is very usefull. Thanks for make a video.,1,Positive Feedback
2865,Basic is always proper.....than advance!!,1,Personal Story
2867,I hope i can working in south Korea,1,Questions
2869,she are a international school student,1,Personal Story
2874,"Very exceptional video dear babe...
I watched this video but I felt so profoundly gleeful after watched this video...",1,New Subscriber
2876,"Thank you so much.
Glad to hear your voice...
Me from Bangladesh",1,Positive Feedback
2880,"Here in Rio de Janeiro are 20:20 Pm  Sunday,September 24 ,2023. Marina you're the best Always,see you again soon bye bye !",1,Timestamps
2887,"Thank u now I know, I'm B1.
'Preciate it.",1,Positive Feedback
2888,Please help me! I need to enter STANDFORD UNIVERSITY â¤,1,Positive Feedback
2892,Please dont promote all this,1,Questions
2900,This meditation was inspiring! Thanks a lot!,1,Positive Feedback
2901,"I love you Marina, you are very simple and always smiling i'm learning English and smiling from you.. Big â¤ from Iraq ğŸŒ¹ğŸŒ¹I'm proud of you ğŸ˜Š",1,Positive Feedback
2919,Thanks Ma'am,1,Positive Feedback
2922,I love you so much you are very talented teacher for me,1,Positive Feedback
2923,All the best for your small and big success in your future.,1,Positive Feedback
2938,I wanna study PhD Nursing abroad in Washington university (I wanna help people more than in thailand and i wanna have more experience when I go to study) and Iâ€™ve learned english from your channel for a long time. Thank you for your kindness to help everyone. I love your channel. Iâ€™m a big fan of yours â¤â¤â¤â¤â¤,1,New Subscriber
2947,"Mam your all English learning meditations are assisting me to improve my English skills in a better way.....

Inshallah very soon I will be fluent in English language ğŸŒ¸",1,Positive Feedback
2961,Nice tnx alot. Me From Afghanistan your Student at now.,1,Positive Feedback
2964,Nonsense teaching you never teach you only make youtube tocher .,1,Joking
2966,"Frist of I would like to thank you for this amazing motivation video I had must needed it, hey mam I from ğŸ‡®ğŸ‡³ India and I'm learning English cause I want perfect job who get paid me enough so that I can feed my family without  facing any  problem and want to travel most of the countries meeting new people and have coversation. I don't know I'm writing good english or not but this what I wanted to say I glad  that I found your YouTube channel and learning through thank you very much I really appreciate itâ¤â¤â¤ IndiağŸ‡®ğŸ‡³.",1,New Subscriber
2975,This video made my day full of positive vibs and energy! Thanks for your love and encouragement ğŸ¥°,1,Positive Feedback
2983,I speak Burmese and it doesn't have articles at all,1,New Subscriber
2988,Can i still get financial aid for masters as an international students if my gpa is 2.6,1,Questions
2998,"You have such powerful and beautiful effective way to motivate your subscribers and all other to go forward in their goals what ever it's.

I look forward to hear from you a lot and a lot because you're a lifesaver â¤",1,New Subscriber
